1,_,是正品,真伪,正面
1,_,白嫩,使用体验,正面
1,_,不错,整体,正面
2,_,不是我喜欢,整体,负面
2,颜色,明显,功效,正面
3,_,挺细腻的,使用体验,正面
4,_,还行吧,整体,正面
5,_,不错,整体,正面
6,_,很细腻,使用体验,正面
6,_,贴合肤色,使用体验,正面
6,_,提亮了肌肤,功效,正面
6,_,很好,整体,正面
7,_,特别好用,整体,正面
7,_,很喜欢,整体,正面
8,_,好评,整体,正面
9,_,还可以,整体,正面
10,_,不错,整体,正面
11,_,不错,整体,正面
11,_,很清爽,使用体验,正面
11,_,水润,使用体验,正面
12,包装,一般,包装,中性
12,_,还行,整体,正面
13,_,一般般,整体,中性
14,_,不错,整体,正面
15,物流速度,_,物流,正面
15,包装,_,包装,正面
15,_,很不爽,整体,负面
16,_,没以前的,整体,负面
17,发货速度,_,物流,正面
18,_,很喜欢,整体,正面
18,_,很好用,整体,正面
19,_,很好,整体,正面
19,_,不错,整体,正面
19,_,大赞一个,整体,正面
19,_,喜欢,整体,正面
20,_,自然,功效,正面
20,_,不油腻,使用体验,正面
21,_,挺好用的,整体,正面
21,_,好评,整体,正面
22,_,比较干净,功效,正面
23,_,很不错,整体,正面
23,_,很贴肤,使用体验,正面
24,_,不错,整体,正面
25,_,优惠,价格,正面
26,_,很好用,整体,正面
26,_,有点干,使用体验,负面
27,_,真心不错,整体,正面
28,成膜,较慢,使用体验,负面
28,_,油腻,使用体验,负面
28,_,一般,整体,中性
29,_,很好用,整体,正面
29,_,很温和,使用体验,正面
30,_,还可以,整体,正面
30,_,有些发白,功效,负面
31,_,不错,整体,正面
32,卸妆,干净,功效,正面
32,_,好评,整体,正面
33,_,好用,整体,正面
34,_,很好,整体,正面
34,_,不错,整体,正面
35,_,有些不合适,整体,负面
35,_,有刺激性,使用体验,负面
35,_,有些痒,使用体验,负面
35,_,很不舒服,整体,负面
36,快递,很快,物流,正面
37,速度,很快,物流,正面
37,_,很划算,价格,正面
38,_,很水润,使用体验,正面
38,包装,不错,包装,正面
39,物流,很快,物流,正面
39,快递小哥服务,很好,物流,正面
39,_,真的,真伪,正面
40,活动,_,价格,正面
41,_,水水的,使用体验,正面
41,_,很好用,整体,正面
41,_,不紧绷,使用体验,正面
42,_,一般,整体,中性
43,_,挺好用的,整体,正面
43,酒精味,_,气味,负面
44,_,很喜欢,整体,正面
45,_,很好,整体,正面
46,_,还可以,整体,正面
47,_,非常不错,整体,正面
47,味道,没有刺鼻的,气味,正面
47,_,很温和,使用体验,正面
48,_,还行,整体,正面
48,_,不错,整体,正面
49,发货,没有,物流,负面
49,_,太垃圾了值,价格,负面
50,香味,淡淡的,气味,正面
50,_,还不错,整体,正面
50,_,不方便,整体,负面
51,_,不错,整体,正面
52,_,好用,整体,正面
52,_,显白,功效,正面
53,价格,挺便宜的,价格,正面
54,_,不错,整体,正面
54,快递速度,_,物流,正面
54,快递小哥,点赞,物流,正面
55,_,很不错,整体,正面
55,_,实惠,价格,正面
56,_,很喜欢,整体,正面
57,_,不怎么好用,整体,负面
58,_,亲肤,功效,正面
58,_,满意,整体,正面
59,_,辣眼睛,使用体验,负面
60,_,非常好,整体,正面
60,_,很滑,使用体验,正面
60,_,很嫩,使用体验,正面
62,_,不好用,整体,负面
62,_,不适合,整体,负面
63,活动,_,价格,正面
63,_,特别合适,整体,正面
64,_,很适合,整体,正面
64,_,不错,整体,正面
65,送货师傅,不错,物流,正面
65,_,很给力,整体,正面
66,物流,很快,物流,正面
66,_,还可以,整体,正面
67,_,没用,整体,负面
68,物流,非常快,物流,正面
68,包装,不错,包装,正面
69,快递,给力,物流,正面
70,_,还可以,整体,正面
71,_,保湿,功效,正面
71,_,挺好的,整体,正面
72,包装,很一般,包装,中性
73,_,过敏色,使用体验,负面
74,_,不怎么,整体,负面
75,_,真心不错,整体,正面
75,活动,非常划算,价格,正面
75,_,温和,使用体验,正面
76,_,很好用,整体,正面
77,_,好评,整体,正面
78,价格,便宜,价格,正面
78,性价比,_,价格,正面
78,包装,不错,包装,正面
78,_,还可以,整体,正面
79,包装,很好,包装,正面
79,快递,_,物流,正面
80,_,还不错,整体,正面
80,补水效果,失望,功效,负面
81,_,很好用,整体,正面
82,_,不错,整体,正面
82,物流,很快,物流,正面
83,_,还行,整体,正面
84,_,还不错,整体,正面
85,设计,很喜欢,包装,正面
86,_,很好用,整体,正面
86,修复,很好,功效,正面
86,_,光光滑的,使用体验,正面
86,_,超喜欢的,整体,正面
87,速度,很快,物流,正面
87,_,水润润,使用体验,正面
87,_,好评,整体,正面
88,_,很温和,使用体验,正面
88,_,很清爽,使用体验,正面
88,_,不紧绷,使用体验,正面
88,_,很划算,价格,正面
89,_,非常好用,整体,正面
90,_,不错,整体,正面
91,_,挺好的,整体,正面
91,_,不错的,整体,正面
92,味道,不是很喜欢,气味,负面
93,_,很好用,整体,正面
93,味道,特别好闻,气味,正面
93,_,很细腻,使用体验,正面
94,价格,优惠,价格,正面
94,_,满意,整体,正面
95,_,挺好的,整体,正面
96,_,特别滑,使用体验,正面
96,精华液,挺多,成分,正面
96,_,好评,整体,正面
97,包装,精美,包装,正面
97,价格,实惠,价格,正面
98,_,很不错,整体,正面
98,_,非常喜欢,整体,正面
98,快递,给力的,物流,正面
99,补水效果,较好,功效,正面
100,补水效果,特别好,功效,正面
100,_,特别水润,使用体验,正面
101,性价比,_,价格,正面
101,_,还可以的,整体,正面
102,味道,淡淡的,气味,正面
102,_,不油腻,使用体验,正面
103,_,很喜欢,整体,正面
103,_,水水的,使用体验,正面
104,_,可以,整体,正面
104,_,便宜实惠,价格,正面
105,_,还可以,整体,正面
105,_,太硬了,使用体验,负面
106,活动,_,价格,正面
106,_,超级好用,整体,正面
107,_,很不错,整体,正面
108,_,不错,整体,正面
109,_,很好用,整体,正面
109,送货,_,物流,正面
110,味道,还行,气味,正面
111,_,还不错,整体,正面
111,性价比,很高,价格,正面
112,_,是正品,真伪,正面
112,香味,浓郁,气味,正面
112,遮瑕效果,非常好,功效,正面
113,保湿效果,不错,功效,正面
113,_,挺好用的,整体,正面
114,_,非常好用,整体,正面
115,_,很好用,整体,正面
117,无流,很快,物流,正面
117,_,挺好的,整体,正面
118,价格,合适,价格,正面
118,_,不贵,价格,负面
119,_,是正品,真伪,正面
119,性价比,最高,价格,正面
119,_,很好用,整体,正面
119,物流,很快,物流,正面
120,_,挺好的,整体,正面
120,_,不错,整体,正面
121,_,挺好的,整体,正面
122,味道,不好闻,气味,负面
122,赠品,_,价格,正面
123,_,可以,整体,正面
124,_,很好用,整体,正面
125,_,好用,整体,正面
125,_,还不贵,价格,正面
126,_,不错,整体,正面
127,_,好用,整体,正面
127,送货速度,很快,物流,正面
127,_,很方便,整体,正面
127,_,优惠,价格,正面
128,_,还可以,整体,正面
129,吸收,_,使用体验,正面
130,_,物美价廉,价格,正面
130,发货,_,物流,正面
130,盒子,很漂亮,包装,正面
131,活动,_,价格,正面
132,_,不好,整体,负面
133,快递,一般般,物流,中性
134,物流,_,物流,正面
135,赠品,一点,价格,正面
135,_,都没有,整体,负面
135,价格,差不多,价格,负面
136,_,好用,整体,正面
136,_,超级好用常适合,整体,正面
136,_,不干,使用体验,负面
136,_,很舒服,整体,正面
137,水份,不紧,使用体验,正面
137,价格,便宜,价格,正面
138,_,超级补水,功效,正面
138,_,超级划算,价格,正面
138,_,五星好评,整体,正面
140,送货,_,物流,正面
141,_,很好用,整体,正面
141,补水效果,很好,功效,正面
141,_,滋润,使用体验,正面
142,_,很喜欢,整体,正面
142,补水,特别好,功效,正面
143,_,挺实惠,价格,正面
143,_,蛮好用,整体,正面
144,物流,很快,物流,正面
144,_,很好,整体,正面
144,赠品,_,价格,正面
145,物流,杠杠的,物流,正面
145,包装,不错,包装,正面
146,_,特别轻薄,使用体验,正面
147,_,还可以,整体,正面
148,补水效果,特别好,功效,正面
149,_,还可以,整体,正面
149,吸收效果,不是太好,使用体验,负面
150,_,很好,整体,正面
150,增白效果,_,功效,正面
151,_,好评,整体,正面
152,_,不是太喜欢,整体,负面
153,_,超级不错,整体,正面
153,_,细腻,使用体验,正面
153,配送员服务,超好,物流,正面
153,_,点赞,整体,正面
154,_,搓泥,使用体验,负面
155,_,经济,价格,正面
155,送货,_,物流,正面
155,送货速度,_,物流,正面
156,_,很好用,整体,正面
158,遮暇力度,不够,功效,负面
158,_,不油腻,使用体验,正面
158,上妆,服帖,使用体验,正面
158,性价比,超高,价格,正面
158,_,喜欢,整体,正面
159,_,是正品,真伪,正面
160,_,不错,整体,正面
160,_,非常滋润,使用体验,正面
161,_,很好用,整体,正面
162,_,挺好,整体,正面
162,物流,很快,物流,正面
162,价格,实惠,价格,正面
163,_,挺好用的,整体,正面
163,卸妆,很温和,功效,正面
163,_,很清爽,使用体验,正面
163,_,不伤皮肤,使用体验,正面
164,快递,_,物流,正面
164,外包装,湿了,包装,负面
164,_,十分不好,整体,负面
165,_,很喜欢,整体,正面
165,物流速度,不错,物流,正面
166,_,挺好用的,整体,正面
167,_,非常不错,整体,正面
167,_,实惠,价格,正面
168,_,挺好用的,整体,正面
168,_,挺滋润的,使用体验,正面
168,毛孔,没有那么大,使用体验,负面
169,_,好评,整体,正面
169,_,好用,整体,正面
171,_,不怎么好用,整体,负面
172,吸收,_,使用体验,正面
172,_,超级滋润,使用体验,正面
172,活动,给力,价格,正面
173,包装,_,包装,正面
174,_,不错,整体,正面
174,_,很好闻,气味,正面
174,_,很好,整体,正面
175,_,很好用,整体,正面
176,_,有点点卡粉,使用体验,负面
176,_,不遮瑕,功效,正面
177,_,一如既往的好,整体,正面
178,_,挺满意的,整体,正面
178,_,还不错,整体,正面
178,补水效果,挺好的,功效,正面
178,_,有点紧绷,使用体验,负面
179,_,物超所值,整体,正面
179,_,超快容易推开,使用体验,正面
180,_,不油腻,使用体验,正面
180,久情况,挺不错的,功效,正面
181,_,很好,整体,正面
181,_,不过敏,使用体验,正面
181,_,很保湿,功效,正面
181,_,不油腻,使用体验,正面
182,_,还不错,整体,正面
182,_,能遮盖,功效,正面
182,_,挺干的,使用体验,负面
183,_,很好用,整体,正面
184,_,不错,整体,正面
184,_,比较优惠,价格,正面
185,_,不错,整体,正面
185,_,可以,整体,正面
186,物流速度,就是,物流,正面
186,_,非常不错,整体,正面
187,保湿效果,很好,功效,正面
188,_,特别好用,整体,正面
189,_,很滋润,使用体验,正面
189,_,不脱妆,使用体验,正面
189,_,挺好用的,整体,正面
190,价格,合适,价格,正面
190,_,不错,整体,正面
191,_,很不错,整体,正面
192,_,很好用,整体,正面
193,_,不错,整体,正面
194,泡泡,不是很多,使用体验,负面
194,气味,很好闻,气味,正面
194,_,淡淡的,使用体验,正面
195,_,一般,整体,中性
196,包装盒子,没有,包装,负面
197,_,还行,整体,正面
198,_,还可以,整体,正面
198,_,不紧绷,使用体验,正面
199,物流,很快,物流,正面
199,_,很满意,整体,正面
199,_,还不错,整体,正面
200,补水,可以,功效,正面
201,_,很不错,整体,正面
201,_,很喜欢,整体,正面
201,送货速度,_,物流,正面
201,_,棒棒的,整体,正面
202,_,很喜欢,整体,正面
203,_,挺好的,整体,正面
203,物流,挺快的,物流,正面
203,_,好评,整体,正面
204,_,还可以,整体,正面
205,_,很好,整体,正面
205,_,贴肤,使用体验,正面
205,_,不卡粉,使用体验,正面
206,盒子,很精美好,包装,正面
207,香味,很喜欢,气味,正面
207,_,不重,整体,负面
208,_,挺好用的,整体,正面
208,味道,香香的,气味,正面
208,_,很滑,使用体验,正面
208,_,很舒服,整体,正面
208,_,好评,整体,正面
209,速度,_,物流,正面
210,活动,给力,价格,正面
211,补水效果,特别好,功效,正面
211,_,很喜欢,整体,正面
212,_,假的,真伪,负面
212,泡沫,没有,使用体验,负面
213,_,不好,整体,负面
213,_,没有,整体,负面
214,_,不错,整体,正面
215,_,非常好用,整体,正面
215,_,很干净,功效,正面
216,_,很好用,整体,正面
216,_,不油腻,使用体验,正面
217,_,不错,整体,正面
218,_,不错,整体,正面
218,快递,超级给力,物流,正面
219,成分,很好用,成分,正面
219,_,安全,整体,正面
219,活动,很惊喜,价格,正面
219,赠品,_,价格,正面
219,颜值,在线,包装,正面
220,包装,挺好看的,包装,正面
220,快递小哥,_,物流,正面
221,_,不错,整体,正面
221,_,喜欢,整体,正面
222,_,很便宜,价格,正面
223,_,很好用,整体,正面
224,_,好用,整体,正面
225,_,闷闷的,使用体验,负面
226,_,很好,整体,正面
227,_,好好用,整体,正面
227,_,很方便,整体,正面
228,速度,飞快,物流,正面
228,_,大爱,整体,正面
229,_,光滑,使用体验,正面
230,_,不过敏,使用体验,正面
230,_,很好用,整体,正面
231,物流,_,物流,正面
231,_,真心不错,整体,正面
231,_,喜欢,整体,正面
232,_,很好,整体,正面
232,物流,很快,物流,正面
232,价格,越越便宜,价格,正面
233,_,物超所值,整体,正面
233,_,好评,整体,正面
235,_,还好,整体,正面
236,_,水润,使用体验,正面
236,_,比较保湿,功效,正面
237,_,挺好,整体,正面
238,_,不是很开心,整体,负面
239,吸收,很好,使用体验,正面
239,_,很喜欢,整体,正面
240,_,不错,整体,正面
241,补水,还可以,功效,正面
241,精华液,很多,成分,正面
241,_,不错,整体,正面
242,_,便宜,价格,正面
243,_,一般,整体,中性
244,_,不错,整体,正面
244,_,非常好用,整体,正面
245,送货,_,物流,正面
245,速度,算是,物流,正面
246,服务,很好,物流,正面
246,性价比,_,价格,正面
246,_,很不错,整体,正面
247,_,还不错,整体,正面
248,_,很美白,功效,正面
248,味道,很舒服,气味,正面
248,_,很喜欢,整体,正面
248,_,大爱,整体,正面
249,_,挺好的,整体,正面
249,_,滋润,使用体验,正面
250,_,不错,整体,正面
251,_,挺好用的,整体,正面
251,_,很服帖,使用体验,正面
252,_,过敏点,使用体验,负面
252,_,非常痛,使用体验,负面
253,服务,_,物流,正面
254,_,一般,整体,中性
254,_,没有想象中的好用,整体,负面
254,_,纯补水,功效,正面
255,_,挺好用的,整体,正面
255,精华,薄薄的,成分,正面
255,_,好多,整体,正面
256,_,方便,整体,正面
256,活动,不给力,价格,负面
258,_,非常的好用,整体,正面
259,_,好分到失望,整体,负面
261,_,特便宜,价格,正面
262,_,好评,整体,正面
262,_,好用,整体,正面
263,_,物有所值,整体,正面
264,_,不好,整体,负面
265,_,还可以,整体,正面
266,_,还可以,整体,正面
266,_,有点干,使用体验,负面
266,_,没有提亮肤色,功效,负面
266,_,有点暗淡,功效,负面
267,_,好用,整体,正面
268,_,不错,整体,正面
269,味道,很奇怪,气味,负面
269,油漆味,_,气味,负面
269,_,辣眼睛,使用体验,负面
270,_,很滋润,使用体验,正面
270,精华,好多,成分,正面
270,_,特别喜欢,整体,正面
271,_,好的很,整体,正面
271,_,很喜欢,整体,正面
271,_,很滋养,使用体验,正面
271,_,美美哒,整体,正面
272,物流,很快,物流,正面
272,包装,完好,包装,正面
272,服务,_,物流,正面
273,活动,不错,价格,正面
273,价格,不错,价格,正面
274,_,挺好用的,整体,正面
274,香味,淡淡的,气味,正面
274,_,不脱妆,使用体验,正面
275,_,很好用,整体,正面
276,_,超级差,整体,负面
277,补水效果,很舒服,功效,正面
277,_,很好,整体,正面
278,_,稳和是那种细腻的,使用体验,正面
278,_,很一般,整体,中性
279,_,正品,真伪,正面
279,_,实惠,价格,正面
279,快递,很快,物流,正面
279,_,满意,整体,正面
279,服务,_,物流,正面
280,_,真的不错,整体,正面
280,_,是正品,真伪,正面
281,味道,清淡,气味,正面
281,泡沫,很细腻,使用体验,正面
282,_,正品,真伪,正面
282,_,特别省,价格,正面
282,_,水水润润的,使用体验,正面
283,活动,_,价格,正面
283,_,超级划算,价格,正面
283,包装,好看,包装,正面
284,_,长痘痘,使用体验,负面
285,_,还不错,整体,正面
286,_,挺好用的,整体,正面
287,_,挺好的,整体,正面
288,物流,很快,物流,正面
288,_,棒棒哒,整体,正面
289,_,挺好用的,整体,正面
290,_,真品,真伪,正面
291,补水效果,很好,功效,正面
292,_,很好用,整体,正面
293,_,不错,整体,正面
293,_,非常清爽,使用体验,正面
293,_,舒服,使用体验,正面
294,_,挺水润服帖的,使用体验,正面
295,_,长很多痘,使用体验,负面
296,_,很好用,整体,正面
297,_,还可以,整体,正面
298,赠品,_,价格,正面
298,_,最优惠,价格,正面
299,_,不错,整体,正面
299,_,很服帖,使用体验,正面
299,物流,很快,物流,正面
300,_,很棒,整体,正面
300,价格,小贵一些,价格,正面
301,_,不干燥,使用体验,正面
301,_,滑滑的,使用体验,正面
302,包装,真好,包装,正面
303,_,不错,整体,正面
303,_,很舒服,整体,正面
304,_,不错,整体,正面
304,_,好评,整体,正面
305,_,很喜欢,整体,正面
305,小礼品,_,价格,正面
306,_,比较实惠,价格,正面
307,_,很好用,整体,正面
308,_,不错,整体,正面
309,快递,真快,物流,正面
309,_,很满意,整体,正面
310,粉底,太少了干干,使用体验,负面
311,_,不错,整体,正面
311,_,很好用,整体,正面
312,_,很香,气味,正面
312,_,很白,功效,正面
312,_,还可以,整体,正面
313,_,不错,整体,正面
313,遮瑕效果,提亮肤色,功效,正面
314,_,有点小过份了,其他,负面
315,_,还不出错,整体,正面
315,_,挺好,整体,正面
315,_,算满意,价格,正面
315,_,相当实惠,价格,正面
316,_,很好,整体,正面
317,_,差评,整体,负面
317,_,太小了,尺寸,负面
317,精华,太少了,成分,负面
318,上妆效果,还可以,功效,正面
319,_,是正品,真伪,正面
319,赠品,_,价格,正面
320,_,很好,整体,正面
320,保湿,不错,功效,正面
320,价格,合适,价格,正面
321,速度,超快的,物流,正面
322,_,物美价廉,价格,正面
322,_,贵保,价格,正面
323,包装,很好看,包装,正面
324,补水效果,很好,功效,正面
324,_,很薄的,使用体验,正面
325,_,勉强能,整体,正面
325,价格,太高,价格,正面
326,保湿效果,很好,功效,正面
327,_,很喜欢,整体,正面
327,_,非常喜欢,整体,正面
327,保障,特别好,价格,正面
327,_,很高,整体,正面
327,_,特别喜欢,整体,正面
328,_,不错,整体,正面
329,_,一往的好,整体,正面
329,_,不错,整体,正面
330,_,真的不错,整体,正面
331,_,很服帖,使用体验,正面
331,_,超服帖,使用体验,正面
332,_,很不错,整体,正面
333,_,提亮肤色,功效,正面
333,_,不油腻,使用体验,正面
333,_,清新,使用体验,正面
334,味道,好闻,气味,正面
334,保湿效果,_,功效,正面
335,_,不错,整体,正面
335,速度,很快,物流,正面
336,_,很保湿,功效,正面
337,_,很好,整体,正面
337,物流,给了,物流,正面
337,_,不错,整体,正面
338,_,给力,整体,正面
338,价钱,_,价格,正面
338,速度,_,物流,正面
339,_,有点干,使用体验,负面
340,_,不错,整体,正面
340,送货,很快,物流,正面
341,_,很好,整体,正面
342,_,粉粉嫩嫩的适合,使用体验,正面
342,_,非常滋润,使用体验,正面
342,_,一点不干,使用体验,负面
342,_,很自然,功效,正面
343,泡沫,很多,使用体验,正面
343,_,不干,使用体验,负面
343,_,挺滋润的,使用体验,正面
343,_,超级划算,价格,正面
344,_,很实惠,价格,正面
344,发货速度,_,物流,正面
344,发货速度,_,物流,正面
345,_,温和,使用体验,正面
346,包装颜值,超级高,包装,正面
346,物流,真的超级快,物流,正面
346,_,太满意,整体,正面
347,_,非常平价,价格,正面
347,补水,不错,功效,正面
348,酒精味,_,气味,负面
349,_,还可以,整体,正面
350,_,白白的,功效,正面
350,_,会掉皮,使用体验,负面
351,_,还不错,整体,正面
352,_,没什么感觉,整体,负面
353,_,很不错,整体,正面
353,_,保护皮肤,功效,正面
354,_,还算可以,价格,正面
355,持久情,涂厚,使用体验,正面
355,_,有点黏黏,使用体验,负面
355,持久性,可以,功效,正面
356,味道,很好闻,气味,正面
356,_,还好,整体,正面
357,_,还不错,整体,正面
357,价格,挺好用的,价格,正面
357,_,实惠,价格,正面
358,保湿效果,非常好,功效,正面
359,_,不错,整体,正面
360,_,很薄,使用体验,正面
360,_,很水润,使用体验,正面
360,_,不过敏,使用体验,正面
361,_,可以,整体,正面
361,_,不错,整体,正面
361,_,很清爽,使用体验,正面
362,味道,淡淡的,气味,正面
362,_,不辣眼睛,使用体验,负面
362,_,挺好用的,整体,正面
363,_,好用,整体,正面
364,_,不错,整体,正面
365,补水效果,非常好,功效,正面
366,快递,很给力,物流,正面
367,_,还可以,整体,正面
368,_,挺好的,整体,正面
368,片数,超多,使用体验,正面
369,_,挺好用的,整体,正面
370,_,不错,整体,正面
370,_,货真价实,真伪,正面
371,_,挺好用的,整体,正面
372,物流,_,物流,正面
372,颜色,_,功效,正面
372,_,物超所值,整体,正面
372,赠品,_,价格,正面
373,包装,很好,包装,正面
373,物流,很快,物流,正面
373,_,不错,整体,正面
373,_,物美价廉,价格,正面
374,快递,真的好快,物流,正面
375,_,非常好,整体,正面
376,到货速度,_,物流,正面
377,_,很好,整体,正面
377,_,挺薄的,使用体验,正面
377,精华,挺多的,成分,正面
377,_,很舒服,整体,正面
378,价格,实惠,价格,正面
379,_,很保湿,功效,正面
379,_,很棒,整体,正面
380,提亮效果,还不错,功效,正面
381,_,还好吧,整体,正面
381,日期,新鲜的,新鲜度,正面
382,_,不错,整体,正面
383,_,很好用,整体,正面
384,_,还行,整体,正面
384,_,比较自然,功效,正面
385,_,超喜欢,整体,正面
385,味道,香香的,气味,正面
385,快递,很给力,物流,正面
386,_,挺滋润的,使用体验,正面
386,_,很服帖,使用体验,正面
386,_,很滋润,使用体验,正面
387,_,可以的,整体,正面
387,_,很好用,整体,正面
388,控油效果,没话说,功效,正面
388,_,好用多了,整体,正面
389,_,很喜欢,整体,正面
390,_,超级润,使用体验,正面
390,_,喜欢,整体,正面
390,_,不错,整体,正面
391,_,太好用,整体,正面
392,_,还好,整体,正面
393,价格,非常的好用,价格,正面
393,_,实惠,价格,正面
394,_,很自然,功效,正面
394,_,保湿,功效,正面
394,香味,淡淡,气味,正面
395,_,很好用,整体,正面
395,_,很喜欢,整体,正面
396,_,好干净,功效,正面
396,_,不紧绷,使用体验,正面
397,补水功能,强大,功效,正面
398,保湿效果,确实不错,功效,正面
399,快递,_,物流,正面
399,_,喜欢,整体,正面
400,快递,很给力,物流,正面
400,包装,很好,包装,正面
400,_,还可以,整体,正面
401,_,很好用,整体,正面
401,_,很喜欢,整体,正面
402,_,挺好的,整体,正面
403,_,非常舒服,使用体验,正面
403,_,不会特别拔干,使用体验,正面
404,_,好很好,整体,正面
405,_,超级好用,整体,正面
405,活动,很划算,价格,正面
407,_,好评,整体,正面
408,补水效果,相当不错,功效,正面
408,精华液,特别多,成分,正面
408,_,喜欢,整体,正面
409,_,不错,整体,正面
410,_,物美价廉,价格,正面
411,_,不错,整体,正面
411,_,非常清爽,使用体验,正面
412,_,不错,整体,正面
412,活动,_,价格,正面
412,物流,很快,物流,正面
413,_,还可以的,整体,正面
413,活动,_,价格,正面
413,价格,很实惠,价格,正面
414,_,很划算,价格,正面
414,_,非常实用,整体,正面
415,_,非常喜欢,整体,正面
415,_,正品,真伪,正面
416,_,非常好用,整体,正面
417,_,挺好的,整体,正面
417,_,挺好用,整体,正面
417,价格,实惠,价格,正面
418,_,是正品,真伪,正面
418,_,很不错,整体,正面
419,_,很不错,整体,正面
419,_,方便,整体,正面
420,_,很小,尺寸,正面
421,补水效果,很好,功效,正面
421,_,很喜欢,整体,正面
422,_,非常不错,整体,正面
422,活动,_,价格,正面
423,_,非常适合,整体,正面
423,_,均衡肤色,功效,正面
424,_,蛮好的,整体,正面
424,精华,挺多的,成分,正面
425,_,挺好,整体,正面
425,味道,好闻,气味,正面
425,_,不错,整体,正面
426,_,很喜欢,整体,正面
426,物流速度,不错,物流,正面
427,_,物美价廉,价格,正面
427,_,便宜实惠,价格,正面
427,_,可以的,整体,正面
428,酒精味,_,气味,负面
429,快递小哥服务,很不错,物流,正面
430,_,挺喜欢,整体,正面
430,_,好评,整体,正面
431,_,比较清爽,使用体验,正面
431,_,不油腻,使用体验,正面
431,物流,_,物流,正面
432,_,挺不错的,整体,正面
433,物流,超级给力,物流,正面
433,_,非常快,物流,正面
433,_,非常不错,整体,正面
434,_,还不错,整体,正面
435,_,很好用,整体,正面
436,_,很好用,整体,正面
437,_,挺不错的,整体,正面
438,_,很不错,整体,正面
439,_,不油腻,使用体验,正面
439,_,好评,整体,正面
439,_,有点贵,价格,负面
440,_,很好,整体,正面
440,_,很香,气味,正面
440,_,很喜欢,整体,正面
440,_,很棒,整体,正面
441,_,还可以,整体,正面
441,精华,挺充足的,成分,正面
441,价位,接受,价格,正面
442,_,很好用,整体,正面
442,_,很干净,功效,正面
442,_,不紧绷,使用体验,正面
443,_,很好用,整体,正面
444,_,超级大赞,整体,正面
445,_,非常好用,整体,正面
445,_,细腻,使用体验,正面
445,味道,特别好闻,气味,正面
446,_,很喜欢用,整体,正面
447,_,非常好用,整体,正面
447,精华,很多,成分,正面
447,_,超棒,整体,正面
448,_,挺好的,整体,正面
448,物流,很快,物流,正面
449,_,还可以,整体,正面
450,_,五分好评,整体,正面
451,_,还可以,整体,正面
451,_,挺补水的,功效,正面
452,_,不错,整体,正面
452,_,很好用,整体,正面
453,保质期,稍短了些,新鲜度,负面
454,物流,很快,物流,正面
454,_,显白,功效,正面
454,_,稍微,整体,负面
455,_,满心欢喜,整体,正面
456,_,很好,整体,正面
456,速度,_,物流,正面
457,快递速度,很快,物流,正面
457,_,不错,整体,正面
458,隔离效果,_,功效,正面
458,_,温和,使用体验,正面
458,_,易卸,功效,正面
459,_,挺好的,整体,正面
459,物流,挺快的,物流,正面
460,_,挺好用的,整体,正面
460,赠品,_,价格,正面
461,_,不错,整体,正面
461,_,很好,整体,正面
462,_,很喜欢,整体,正面
463,_,不错,整体,正面
464,_,不像正品,真伪,负面
464,液体,太稀,使用体验,负面
465,配送,蛮快,物流,正面
466,_,刺痛,使用体验,负面
466,_,过敏常,使用体验,负面
466,化学物质,太多,成分,负面
467,香味,还不错,气味,正面
467,配送人员服务态度,_,物流,正面
468,_,特别好用,整体,正面
468,_,很喜欢,整体,正面
469,_,柔和,使用体验,正面
469,_,保湿,功效,正面
469,_,很喜欢,整体,正面
470,_,挺好用的,整体,正面
471,快递,杠杠滴,物流,正面
472,_,是正品,真伪,正面
472,_,特好用,整体,正面
473,_,会刺痛,使用体验,负面
474,_,还不错,整体,正面
475,_,还不错,整体,正面
475,_,很补水,功效,正面
476,_,很划算,价格,正面
477,_,太油了,使用体验,负面
478,_,好评,整体,正面
478,快递小哥,_,物流,正面
478,快递,_,物流,正面
479,赠品,_,价格,正面
480,_,润润的,使用体验,正面
480,_,易吸收,使用体验,正面
480,香味,很舒服,气味,正面
481,_,不错,整体,正面
481,速度,很快,物流,正面
